Assisi;Valid;H5;2000;Fell;01/01/1886 12:00:00 AM;2353;43.033330;12.550000;43.033330,12.550000
Atarra;Valid;L4;1280;Fell;01/01/1920 12:00:00 AM;4883;25.254170;80.625000;25.254170,80.625000
Atemajac;Valid;L6;94.2;Fell;01/01/1896 12:00:00 AM;4884;20.066670;-103.666670;20.066670,-103.666670
Athens;Valid;LL6;265;Fell;01/01/1933 12:00:00 AM;4885;34.750000;-87.000000;34.750000,-87.000000
Atoka;Valid;L6;1384.2;Fell;01/01/1945 12:00:00 AM;4888;34.316670;-96.150000;34.316670,-96.150000
Aubres;Valid;Aubrite;800;Fell;01/01/1836 12:00:00 AM;4893;44.383330;5.166670;44.383330,5.166670
Aumale;Valid;L6;50000;Fell;01/01/1865 12:00:00 AM;4899;36.166670;3.666670;36.166670,3.666670
Aumieres;Valid;L6;2000;Fell;01/01/1842 12:00:00 AM;4900;44.333330;3.233330;44.333330,3.233330
Ausson;Valid;L5;50000;Fell;01/01/1858 12:00:00 AM;4903;43.083330;0.583330;43.083330,0.583330
Avanhandava;Valid;H4;9330;Fell;01/01/1952 12:00:00 AM;4905;-21.460280;-49.950830;-21.460280,-49.950830
Avce;Valid;Iron IIAB;1230;Fell;01/01/1908 12:00:00 AM;4906;46.000000;13.500000;46.000000,13.500000
Avilez;Valid;H;146;Fell;01/01/1855 12:00:00 AM;4907;25.000000;-103.500000;25.000000,-103.500000
Awere;Valid;L4;134;Fell;01/01/1968 12:00:00 AM;4910;2.716670;32.833330;2.716670,32.833330
Aztec;Valid;L6;2830;Fell;01/01/1938 12:00:00 AM;4913;36.800000;-108.000000;36.800000,-108.000000
Bachmut;Valid;L6;18000;Fell;01/01/1814 12:00:00 AM;4917;48.600000;38.000000;48.600000,38.000000
Bahjoi;Valid;Iron IAB-sLL;10322;Fell;01/01/1934 12:00:00 AM;4922;28.483330;78.500000;28.483330,78.500000
Bald Mountain;Valid;L4;3700;Fell;01/01/1929 12:00:00 AM;4925;35.966670;-82.483330;35.966670,-82.483330
Baldwyn;Valid;L6;345;Fell;01/01/1922 12:00:00 AM;4926;34.500000;-88.666670;34.500000,-88.666670
Bali;Valid;CV3;1000;Fell;01/01/1907 12:00:00 AM;4928;5.383330;16.383330;5.383330,16.383330
Ban Rong Du;Valid;Iron ungrouped;16700;Fell;01/01/1993 12:00:00 AM;4934;16.666670;101.183330;16.666670,101.183330
Bandong;Valid;LL6;11500;Fell;01/01/1871 12:00:00 AM;4935;-6.916670;107.600000;-6.916670,107.600000
Bansur;Valid;L6;15000;Fell;01/01/1892 12:00:00 AM;4936;27.700000;76.333330;27.700000,76.333330
Banswal;Valid;L5;14;Fell;01/01/1913 12:00:00 AM;4937;30.400000;78.200000;30.400000,78.200000
Banten;Valid;CM2;629;Fell;01/01/1933 12:00:00 AM;4938;-6.333330;106.000000;-6.333330,106.000000
Barbotan;Valid;H5;6400;Fell;01/01/1790 12:00:00 AM;4942;43.950000;-0.050000;43.950000,-0.050000
Barea;Valid;Mesosiderite-A1;3200;Fell;01/01/1842 12:00:00 AM;4946;42.383330;-2.500000;42.383330,-2.500000
Barnaul;Valid;H5;23.2;Fell;01/01/1904 12:00:00 AM;4947;52.733330;84.083330;52.733330,84.083330
Barntrup;Valid;LL4;17;Fell;01/01/1886 12:00:00 AM;4948;52.000000;9.100000;52.000000,9.100000
Baroti;Valid;L6;4500;Fell;01/01/1910 12:00:00 AM;4949;31.616670;76.800000;31.616670,76.800000
Barwell;Valid;L5;44000;Fell;01/01/1965 12:00:00 AM;4954;52.565280;-1.339720;52.565280,-1.339720
Bassikounou;Valid;H5;29560;Fell;01/01/2006 12:00:00 AM;44876;15.783330;-5.900000;15.783330,-5.900000
Baszkówka;Valid;L5;15500;Fell;01/01/1994 12:00:00 AM;4957;52.033330;20.935830;52.033330,20.935830
Bath;Valid;H4;21000;Fell;01/01/1892 12:00:00 AM;4974;45.416670;-98.316670;45.416670,-98.316670
Bath Furnace;Valid;L6;86000;Fell;01/01/1902 12:00:00 AM;4975;38.250000;-83.750000;38.250000,-83.750000
Battle Mountain;Valid;L6;2900;Fell;01/01/2012 12:00:00 AM;56133;40.668130;-117.189130;40.668130,-117.189130
Bawku;Valid;LL5;1557;Fell;01/01/1989 12:00:00 AM;4976;11.083330;-0.183330;11.083330,-0.183330
Baxter;Valid;L6;611;Fell;01/01/1916 12:00:00 AM;4977;36.750000;-93.500000;36.750000,-93.500000
Beardsley;Valid;H5;16000;Fell;01/01/1929 12:00:00 AM;4984;39.800000;-101.200000;39.800000,-101.200000
Beaver Creek;Valid;H5;14000;Fell;01/01/1893 12:00:00 AM;4986;51.166670;-117.333330;51.166670,-117.333330
Beddgelert;Valid;H5;794;Fell;01/01/1949 12:00:00 AM;4993;53.016670;-4.100000;53.016670,-4.100000
Bells;Valid;C2-ung;375;Fell;01/01/1961 12:00:00 AM;5005;33.600000;-96.466670;33.600000,-96.466670
Benares a;Valid;LL4;3700;Fell;01/01/1798 12:00:00 AM;5011;25.366670;82.916670;25.366670,82.916670
Benguerir;Valid;LL6;25000;Fell;01/01/2004 12:00:00 AM;30443;32.250000;-8.150000;32.250000,-8.150000
Beni M'hira;Valid;L6;19000;Fell;01/01/2001 12:00:00 AM;5018;32.866670;10.800000;32.866670,10.800000
Benld;Valid;H6;1770.5;Fell;01/01/1938 12:00:00 AM;5021;39.083330;-89.150000;39.083330,-89.150000
Benoni;Valid;H6;3880;Fell;01/01/1943 12:00:00 AM;5023;-26.166670;28.416670;-26.166670,28.416670
Bensour;Valid;LL6;45000;Fell;01/01/2002 12:00:00 AM;5024;30.000000;-7.000000;30.000000,-7.000000
Yamato 790761;Valid;H4;95.69;Found;01/01/1979 12:00:00 AM;26110;-71.500000;35.666670;-71.500000,35.666670
Cabezo de Mayo;Valid;L/LL6;25000;Fell;01/01/1870 12:00:00 AM;5185;37.983330;-1.166670;37.983330, -1.166670
Cabin Creek;Valid;Iron;48500;Fell;01/01/1886 12:00:00 AM;5186;35.500000;-93.500000;35.500000, -93.500000
Cacak;Valid;OC;212;Fell;01/01/1919 12:00:00 AM;5187;43.838890;20.333330;43.838890, 20.333330
Cali;Valid;H/L4;478;Fell;01/01/2007 12:00:00 AM;45976;3.405000;-76.510000;3.405000, -76.510000
Calivo;Valid;Stone-uncl;2400;Fell;01/01/1916 12:00:00 AM;5200;11.750000;122.333330;11.750000, 122.333330
Campos Sales;Valid;L5;23680;Fell;01/01/1991 12:00:00 AM;5249;-7.033330;-40.166670;-7.033330, -40.166670
Çanakkale;Valid;L6;4000;Fell;01/01/1964 12:00:00 AM;5250;39.800000;26.600000;39.800000, 26.600000
Cañellas;Valid;H4;945;Fell;01/01/1861 12:00:00 AM;5251;41.250000;1.666670;41.250000, 1.666670
Cangas de Onis;Valid;H5;34000;Fell;01/01/1866 12:00:00 AM;5252;43.383330;-5.150000;43.383330, -5.150000
Canon City;Valid;H6;1400;Fell;01/01/1973 12:00:00 AM;5253;38.470280;-105.241390;38.470280, -105.241390
Cape Girardeau;Valid;H6;2300;Fell;01/01/1846 12:00:00 AM;5260;37.266670;-89.583330;37.266670, -89.583330
Capilla del Monte;Valid;H6;750;Fell;01/01/1934 12:00:00 AM;5264;-30.883330;-64.550000;-30.883330, -64.550000
Carancas;Valid;H4-5;342;Fell;01/01/2007 12:00:00 AM;45817;-16.664440;-69.043890;-16.664440, -69.043890
Caratash;Valid;LL6;8;Fell;01/01/1902 12:00:00 AM;5265;38.500000;27.000000;38.500000, 27.000000
Castalia;Valid;H5;7300;Fell;01/01/1874 12:00:00 AM;5291;36.083330;-78.066670;36.083330, -78.066670
Castine;Valid;L6;94;Fell;01/01/1848 12:00:00 AM;5293;44.383330;-68.750000;44.383330, -68.750000
Castrovillari;Valid;Stone-uncl;15000;Fell;01/01/1583 12:00:00 AM;5295;39.800000;16.200000;39.800000,16.200000
Caswell County;Valid;OC;1360;Fell;01/01/1810 12:00:00 AM;5296;36.500000;-79.250000;36.500000, -79.250000
Ceniceros;Valid;L3.7;1025;Fell;01/01/1988 12:00:00 AM;5306;26.466670;-105.233330;26.466670, -105.233330
Centerville;Valid;H5;45.6;Fell;01/01/1956 12:00:00 AM;5307;43.200000;-96.916670;43.200000, -96.916670
Cereseto;Valid;H5;6460;Fell;01/01/1840 12:00:00 AM;5308;45.083330;8.300000;45.083330, 8.300000
Chadong;Valid;L6;3700;Fell;01/01/1998 12:00:00 AM;5313;28.533330;109.316670;28.533330, 109.316670
Chail;Valid;H6;0.5;Fell;01/01/1814 12:00:00 AM;5314;25.366670;81.666670;25.366670, 81.666670
Chainpur;Valid;LL3.4;8200;Fell;01/01/1907 12:00:00 AM;5315;25.850000;83.483330;25.850000, 83.483330
Chajari;Valid;L5;18300;Fell;01/01/1933 12:00:00 AM;5316;-30.783330;-58.050000;-30.783330, -58.050000
Chandakapur;Valid;L5;8800;Fell;01/01/1838 12:00:00 AM;5320;20.266670;76.016670;20.266670, 76.016670
Chandpur;Valid;L6;1100;Fell;01/01/1885 12:00:00 AM;5321;27.283330;79.050000;27.283330, 79.050000
Changde;Valid;H5;1810;Fell;01/01/1977 12:00:00 AM;5322;29.083330;111.750000;29.083330, 111.750000
Chantonnay;Valid;L6;31500;Fell;01/01/1812 12:00:00 AM;5325;46.683330;1.050000;46.683330, 1.050000
Charlotte;Valid;Iron;4300;Fell;01/01/1835 12:00:00 AM;5328;36.166670;-87.333330;36.166670, -87.333330
Charsonville;Valid;H6;27000;Fell;01/01/1810 12:00:00 AM;5329;47.933330;1.566670;47.933330, 1.566670
Charwallas;Valid;H6;12000;Fell;01/01/1834 12:00:00 AM;5330;29.483330;75.500000;29.483330, 75.500000
Chassigny;Valid;Martian chassignite;4000;Fell;01/01/1815 12:00:00 AM;5331;47.716670;5.366670;47.716670, 5.366670
Château-Renard;Valid;L6;30000;Fell;01/01/1841 12:00:00 AM;5332;47.933330;2.916670;47.933330, 2.916670
Chaves;Valid;Howardite;2945;Fell;01/01/1925 12:00:00 AM;5334;41.933330;-7.466670;41.933330, -7.466670
Chela;Valid;H4;2936;Fell;01/01/1988 12:00:00 AM;5338;-3.666670;32.500000;-3.666670, 32.500000
Chelyabinsk;Valid;LL5;100000;Fell;01/01/2013 12:00:00 AM;57165;54.816670;61.116670;54.816670, 61.116670
Chergach ;Valid;H5;100000;Fell;01/01/2007 12:00:00 AM;47347;23.696390;-5.014720;23.696390, -5.014720
Chernyi Bor;Valid;H4;6000;Fell;01/01/1964 12:00:00 AM;5339;53.700000;30.100000;53.700000, 30.100000
Cherokee Springs;Valid;LL6;8400;Fell;01/01/1933 12:00:00 AM;5340;35.033330;-81.883330;35.033330, -81.883330
Chervettaz;Valid;L5;705;Fell;01/01/1901 12:00:00 AM;5341;46.550000;6.816670;46.550000, 6.816670
Chervony Kut;Valid;Eucrite-mmict;1700;Fell;01/01/1939 12:00:00 AM;5342;50.833330;34.000000;50.833330, 34.000000
Chetrinahatti;Valid;Stone-uncl;72;Fell;01/01/1880 12:00:00 AM;5344;14.500000;76.500000;14.500000, 76.500000
Chiang Khan;Valid;H6;367;Fell;01/01/1981 12:00:00 AM;5345;17.900000;101.633330;17.900000, 101.633330
Chicora;Valid;LL6;303;Fell;01/01/1938 12:00:00 AM;5349;40.933330;-79.733330;40.933330, -79.733330
Chisenga;Valid;Iron;3920;Fell;01/01/1988 12:00:00 AM;5355;-10.059440;33.395000;-10.059440, 33.395000
Chitenay;Valid;L6;4000;Fell;01/01/1978 12:00:00 AM;5357;47.470830;0.976670;47.470830, 0.976670
Cilimus;Valid;L5;1600;Fell;01/01/1979 12:00:00 AM;5364;-6.950000;108.100000;-6.950000,108.100000
Claxton;Valid;L6;1455;Fell;01/01/1984 12:00:00 AM;5374;32.102500;-81.872780;32.102500, -81.872780
Colby Wisconsin;Valid;L6;104000;Fell;01/01/1917 12:00:00 AM;5395;44.900000;-90.283330;44.900000, -90.283330
Cold Bokkeveld;Valid;CM2;5200;Fell;01/01/1838 12:00:00 AM;5397;-33.133330;19.383330;-33.133330, 19.383330
Coleman;Valid;L6;469;Fell;01/01/1994 12:00:00 AM;5401;43.761110;-84.507780;43.761110, -84.507780
Collescipoli;Valid;H5;5000;Fell;01/01/1890 12:00:00 AM;5403;42.533330;12.616670;42.533330, 12.616670
Conquista;Valid;H4;20350;Fell;01/01/1965 12:00:00 AM;5418;-19.850000;-47.550000;-19.850000, -47.550000
Cosina;Valid;H5;1200;Fell;01/01/1844 12:00:00 AM;5451;21.166670;-100.866670;21.166670, -100.866670
Cranganore;Valid;L6;1460;Fell;01/01/1917 12:00:00 AM;5465;10.200000;76.266670;10.200000, 76.266670
Crescent;Valid;CM2;78.400000000000006;Fell;01/01/1936 12:00:00 AM;5470;35.950000;-97.583330;35.950000, -97.583330
Cronstad;Valid;H5;3650;Fell;01/01/1877 12:00:00 AM;5474;-27.700000;27.300000;-27.700000, 27.300000
Cross Roads;Valid;H5;167;Fell;01/01/1892 12:00:00 AM;5476;35.633330;-78.133330;35.633330, -78.133330
Crumlin;Valid;L5;4255;Fell;01/01/1902 12:00:00 AM;5477;54.616670;-6.216670;54.616670, -6.216670
Cumberland Falls;Valid;Aubrite;17000;Fell;01/01/1919 12:00:00 AM;5496;36.833330;-84.350000;36.833330, -84.350000
Cynthiana;Valid;L/LL4;6000;Fell;01/01/1877 12:00:00 AM;5500;38.400000;-84.250000;38.400000, -84.250000
Dahmani;Valid;LL6;18000;Fell;01/01/1981 12:00:00 AM;5504;35.616670;8.833330;35.616670, 8.833330
Dandapur;Valid;L6;5650;Fell;01/01/1878 12:00:00 AM;5511;26.916670;83.966670;26.916670, 83.966670
Daniel's Kuil;Valid;EL6;1064;Fell;01/01/1868 12:00:00 AM;5513;-28.200000;24.566670;-28.200000, 24.566670
Danville;Valid;L6;2000;Fell;01/01/1868 12:00:00 AM;5514;34.400000;-87.066670;34.400000, -87.066670
Darmstadt;Valid;H5;100;Fell;01/01/1804 12:00:00 AM;6603;49.866670;8.650000;49.866670, 8.650000
Dashoguz;Valid;H5;7000;Fell;01/01/1998 12:00:00 AM;6604;41.984440;59.685000;41.984440, 59.685000
Daule;Valid;L5;6580;Fell;01/01/2008 12:00:00 AM;51559;-1.870890;-79.957560;-1.870890, -79.957560
De Cewsville;Valid;H6;340;Fell;01/01/1887 12:00:00 AM;6621;43.000000;-80.000000;43.000000, -80.000000
Deal;Valid;L6;28;Fell;01/01/1829 12:00:00 AM;6634;40.250000;-74.000000;40.250000, -74.000000
Delhi;Valid;L5;0.8;Fell;01/01/1897 12:00:00 AM;6642;28.566670;77.250000;28.566670, 77.250000
Demina;Valid;L6;16400;Fell;01/01/1911 12:00:00 AM;6649;51.466670;84.766670;51.466670, 84.766670
Denver;Valid;L6;230;Fell;01/01/1967 12:00:00 AM;6660;39.782500;-104.930560;39.782500, -104.930560
Dergaon;Valid;H5;12500;Fell;01/01/2001 12:00:00 AM;6664;26.683330;93.866670;26.683330, 93.866670
Desuri;Valid;H6;25400;Fell;01/01/1962 12:00:00 AM;6693;25.733330;73.616670;25.733330, 73.616670
Devgaon;Valid;H3.8;12000;Fell;01/01/2001 12:00:00 AM;6694;19.000000;81.000000;19.000000, 81.000000
Devri-Khera;Valid;L6;1140;Fell;01/01/1994 12:00:00 AM;6696;24.225000;76.525000;24.225000, 76.525000
Dhajala;Valid;H3.8;45000;Fell;01/01/1976 12:00:00 AM;6698;22.377780;71.427220;22.377780, 71.427220
Dharwar;Valid;OC;1800;Fell;01/01/1848 12:00:00 AM;6699;14.883330;75.600000;14.883330, 75.600000
Dhurmsala;Valid;LL6;32000;Fell;01/01/1860 12:00:00 AM;7640;32.233330;76.466670;32.233330, 76.466670
Didim;Valid;H3-5;3396;Fell;01/01/2007 12:00:00 AM;47350;37.351720;27.329970;37.351720, 27.329970
Diep River;Valid;L6;1000;Fell;01/01/1906 12:00:00 AM;7642;-33.750000;18.566670;-33.750000, 18.566670
Distrito Quebracho;Valid;H4;400;Fell;01/01/1957 12:00:00 AM;7649;-31.883330;-60.466670;-31.883330, -60.466670
Djati-Pengilon;Valid;H6;166000;Fell;01/01/1884 12:00:00 AM;7652;-7.500000;111.500000;-7.500000, 111.500000
Djermaia;Valid;H;3950;Fell;01/01/1961 12:00:00 AM;7656;12.733330;15.050000;12.733330, 15.050000
Djoumine;Valid;H5-6;10000;Fell;01/01/1999 12:00:00 AM;7657;36.950000;9.550000;36.950000, 9.550000
Dokachi;Valid;H5;3840;Fell;01/01/1903 12:00:00 AM;7658;23.500000;90.333330;23.500000, 90.333330
Dolgovoli;Valid;L6;1600;Fell;01/01/1864 12:00:00 AM;7659;50.750000;25.300000;50.750000, 25.300000
Dong Ujimqin Qi;Valid;Mesosiderite;128800;Fell;01/01/1995 12:00:00 AM;7706;45.500000;119.033330;45.500000, 119.033330
Donga Kohrod;Valid;H6;230;Fell;01/01/1899 12:00:00 AM;7707;21.866670;82.450000;21.866670, 82.450000
Dongtai;Valid;LL6;5500;Fell;01/01/1970 12:00:00 AM;7708;32.916670;120.783330;32.916670, 120.783330
Doroninsk;Valid;H5-7;3891;Fell;01/01/1805 12:00:00 AM;7718;51.200000;112.300000;51.200000, 112.300000
Dosso;Valid;L6;1250;Fell;01/01/1962 12:00:00 AM;7722;13.050000;3.166670;13.050000, 3.166670
Douar Mghila;Valid;LL6;1161;Fell;01/01/1932 12:00:00 AM;7723;32.333330;-6.300000;32.333330, -6.300000
Dowa;Valid;Stone-uncl;642;Fell;01/01/1976 12:00:00 AM;7725;-13.666670;33.916670;-13.666670, 33.916670
Drake Creek;Valid;L6;5000;Fell;01/01/1827 12:00:00 AM;7728;36.400000;-86.500000;36.400000, -86.500000
Dresden Ontario;Valid;H6;47700;Fell;01/01/1939 12:00:00 AM;7731;42.520000;-82.260000;42.520000, -82.260000
Dubrovnik;Valid;L3-6;1900;Fell;01/01/1951 12:00:00 AM;7736;42.458330;18.441670;42.458330,18.441670
Dunbogan;Valid;L6;30;Fell;01/01/1999 12:00:00 AM;7743;-31.666670;152.833330;-31.666670, 152.833330
Dundrum;Valid;H5;2270;Fell;01/01/1865 12:00:00 AM;7745;52.550000;-8.033330;52.550000, -8.033330
Durala;Valid;L6;13200;Fell;01/01/1815 12:00:00 AM;7750;30.300000;76.633330;30.300000, 76.633330
Duruma;Valid;L6;577;Fell;01/01/1853 12:00:00 AM;7752;-4.000000;39.500000;-4.000000, 39.500000
Duwun;Valid;L6;2117;Fell;01/01/1943 12:00:00 AM;7754;33.433330;127.266670;33.433330, 127.266670
Dwaleni;Valid;H4-6;3230;Fell;01/01/1970 12:00:00 AM;7755;-27.200000;31.316670;-27.200000, 31.316670
Dyalpur;Valid;Ureilite;300;Fell;01/01/1872 12:00:00 AM;7757;26.250000;82.000000;26.250000, 82.000000
Dyarrl Island;Valid;Mesosiderite-A1;188;Fell;01/01/1933 12:00:00 AM;7758;-3.000000;151.000000;-3.000000, 151.000000
Eagle;Valid;EL6;10000;Fell;01/01/1947 12:00:00 AM;7760;40.781670;-96.471670;40.781670, -96.471670
Ehole;Valid;H5;2400;Fell;01/01/1961 12:00:00 AM;7774;-17.300000;15.833330;-17.300000, 15.833330
Eichstädt;Valid;H5;3000;Fell;01/01/1785 12:00:00 AM;7775;48.900000;11.216670;48.900000, 11.216670
Ekeby;Valid;H4;3336;Fell;01/01/1939 12:00:00 AM;7776;56.033330;13.000000;56.033330, 13.000000
Ekh Khera;Valid;H6;840;Fell;01/01/1916 12:00:00 AM;7777;28.266670;78.783330;28.266670, 78.783330
El Idrissia;Valid;L6;10000;Fell;01/01/1989 12:00:00 AM;7807;34.416670;3.250000;34.416670, 3.250000
El Paso de Aguila;Valid;H5;17226;Fell;01/01/1977 12:00:00 AM;45977;25.370000;-97.370000;25.370000, -97.370000
El Tigre;Valid;L6;5000;Fell;01/01/1993 12:00:00 AM;7819;19.967220;-103.051670;19.967220, -103.051670
Elbert;Valid;LL6;680.5;Fell;01/01/1998 12:00:00 AM;7822;39.246670;-104.588170;39.246670, -104.588170
Elbogen;Valid;Iron;107000;Fell;12/24/1399 12:00:00 AM;7823;50.183330;12.733330;50.183330, 12.733330
Elenovka;Valid;L5;54640;Fell;01/01/1951 12:00:00 AM;7824;47.833330;37.666670;47.833330, 37.666670
Ellemeet;Valid;Diogenite;1470;Fell;01/01/1925 12:00:00 AM;10019;51.750000;4.000000;51.750000, 4.000000
Emmaville;Valid;Eucrite-mmict;127;Fell;01/01/1900 12:00:00 AM;10033;-29.466670;151.616670;-29.466670, 151.616670
Enshi;Valid;H5;8000;Fell;01/01/1974 12:00:00 AM;10038;30.300000;109.500000;30.300000, 109.500000
Ensisheim;Valid;LL6;127000;Fell;12/23/1491 12:00:00 AM;10039;47.866670;7.350000;47.866670, 7.350000
Épinal;Valid;H5;277;Fell;01/01/1822 12:00:00 AM;10041;48.183330;6.466670;48.183330, 6.466670
Erakot;Valid;CM2;113;Fell;01/01/1940 12:00:00 AM;10042;19.033330;81.891670;19.033330, 81.891670
Erevan;Valid;Howardite;107.2;Fell;01/01/1911 12:00:00 AM;10043;40.300000;44.500000;40.300000, 44.500000
Ergheo;Valid;L5;20000;Fell;01/01/1889 12:00:00 AM;10044;1.166670;44.166670;1.166670, 44.166670
Erxleben;Valid;H6;2250;Fell;01/01/1812 12:00:00 AM;10049;52.216670;11.250000;52.216670, 11.250000
Esnandes;Valid;L6;1500;Fell;01/01/1837 12:00:00 AM;10051;46.250000;-1.100000;46.250000, -1.100000
Essebi;Valid;C2-ung;500;Fell;01/01/1957 12:00:00 AM;10055;2.883330;30.833330;2.883330, 30.833330
Estherville;Valid;Mesosiderite-A3/4;320000;Fell;01/01/1879 12:00:00 AM;10059;43.416670;-94.833330;43.416670, -94.833330
Farmington;Valid;L5;89400;Fell;01/01/1890 12:00:00 AM;10074;39.750000;-97.033330;39.750000, -97.033330
Farmville;Valid;H4;56000;Fell;01/01/1934 12:00:00 AM;10075;35.550000;-77.533330;35.550000, -77.533330
